Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1998, 2004]	грузия	Q230	Грузия	P530	дипломатические отношения	Эквадор	0	0	1998-01-28	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Эстония	0	0	1992-06-16	0	0
1936	грузия	Q130229	Грузинская Советская Социалистическая Республика	P31	это частный случай понятия	союзная республика в составе СССР	0	0	1936-12-05	1991-12-26	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Туркмения	0	0	1992-07-16	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Великобритания	0	0	1992-04-27	0	0
[1989, 1993]	грузия	Q230	Грузия	P31	это частный случай понятия	суверенное государство	0	0	1991-01-01	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Испания	0	0	1992-07-09	0	0
[1998, 2004]	грузия	Q230	Грузия	P530	дипломатические отношения	Лаос	0	0	1998-11-06	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Индия	0	0	1992-09-28	0	0
[1989, 1993]	грузия	Q130229	Грузинская Советская Социалистическая Республика	P17	государство	СССР	0	0	1922-12-30	1991-01-01	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Бангладеш	0	0	1992-08-27	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Объединённые Арабские Эмираты	0	0	1992-10-20	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Италия	0	0	1992-05-11	0	0
[1989, 1993]	грузия	Q230	Грузия	P35	глава государства	Звиад Константинович Гамсахурдия	0	0	1991-04-14	1993-12-31	0
[2008, 2009]	грузия	Q230	Грузия	P35	глава государства	Нино Анзоровна Бурджанадзе	0	0	2007-11-25	2008-01-20	0
[2008, 2009]	грузия	Q230	Грузия	P35	глава государства	Михаил Саакашвили	0	0	2008-01-20	2013-11-17	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Ватикан	0	0	1992-05-23	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Вьетнам	0	0	1992-06-30	0	0
1936	грузия	Q130229	Грузинская Советская Социалистическая Республика	P31	это частный случай понятия	административно-территориальная единица	Закавказская Социалистическая Федеративная Советская Республика	0	1922-03-12	1936-12-05	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Бельгия	0	0	1992-06-05	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Египет	0	0	1992-05-11	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Израиль	0	0	1992-06-01	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	США	0	0	1992-04-23	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Австрия	0	0	1992-03-25	0	0
[1998, 2004]	грузия	Q230	Грузия	P35	глава государства	Нино Анзоровна Бурджанадзе	0	0	2003-11-23	2004-01-25	0
1936	грузия	Q130229	Грузинская Советская Социалистическая Республика	P131	административно-территориальная единица	СССР	0	0	1936-12-05	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Япония	0	0	1992-08-03	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Аргентина	0	0	1992-06-08	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Кипр	0	0	1992-07-09	0	0
[1998, 2004]	грузия	Q230	Грузия	P530	дипломатические отношения	Коста-Рика	0	0	1998-05-05	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Азербайджан	0	0	1992-11-18	0	0
[1998, 2004]	грузия	Q230	Грузия	P463	участник организации или клуба	Европейская конвенция о защите прав человека и основных свобод	0	0	1999-01-01	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Лихтенштейн	0	0	1992-06-10	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Новая Зеландия	0	0	1992-06-16	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Украина	0	0	1992-07-22	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Исландия	0	0	1992-09-21	0	0
1962	грузман	Q17521679	Грузман, Лейб Абрамович	P570	дата смерти	0	0	1961-06-11	0	0	0
[1997, 1998]	грузовик	Q2082466	Зона 51	P577	дата публикации	0	0	1997-01-01	0	0	0
[1978, 1982]	грузовик	Q4150572	Грузовики	P577	дата публикации	0	0	1980-01-01	0	0	0
[1995, 1999]	грука	Q359592	Хейн, Пит	P570	дата смерти	0	0	1996-04-17	0	0	0
[1975, 1976]	грука	Q359592	Хейн, Пит	P166	полученные награды	Почётный ремесленник	0	0	0	0	1975-01-01
[1957, 1958]	грунда	Q4150620	Грунда, Александр Андреевич	P569	дата рождения	0	0	1957-11-25	0	0	0
[1960, 1971]	группа	Q2249137	Группа	P577	дата публикации	0	0	1966-01-01	0	0	0
1923	грустнеть	Q4150830	Грустнев, Пётр Иванович	P569	дата рождения	0	0	1921-08-04	0	0	0
1937	грусть	Q19149920	Грусть	P571	дата основания/создания/возникновения	0	0	1837-01-01	0	0	0
1989	грухин	Q4150836	Грухин, Николай Фёдорович	P570	дата смерти	0	0	1939-08-28	0	0	0
1941	грушевка	Q1710044	Грушевка	P131	административно-территориальная единица	Ляховичский район	0	0	1940-01-15	0	0
1925	грушевка	Q4258425	Грушевка	P131	административно-территориальная единица	Апостоловский район	0	0	1923-03-07	0	0
1935	грушевський	Q371322	Михаил Сергеевич Грушевский	P570	дата смерти	0	0	1934-11-26	0	0	0
[2004, 2005]	грынь	Q21668985	Грынь	P131	административно-территориальная единица	Сельское поселение «Село Заречье»	0	0	2004-10-04	0	0
[2004, 2005]	грынь	Q21668985	Грынь	P131	административно-территориальная единица	Ульяновский район	0	0	1929-10-01	2004-10-03	0
